id,news_url,title,tweet_ids,full_text
politifact10276,http://www.c-span.org/video/?322914-1/senator-charles-schumer-dny-november-midterm-elections,"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",5.37685E+17,Watching Senator Schumer on 2014 Midterm Elections @CSPANVL http://t.co/gdrZ05v7Wb
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.06308E+18,
politifact1213,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,The Colbert Report,6.97426E+17,"@MMFlint Mr Michael, do you have an email address to contact you for an interview with @WRadioColombia  please? Thank you!"
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.02163E+18,� White House EXPLOSIVE Press Briefing with Sarah Sanders on President Trump - Putin HISTORIC Summit https://t.co/pGIkCCIxSR
politifact7669,http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president,Statement by the President,1.05956E+18,Statement by the President: https://t.co/vRimvCC6hM
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01526E+18,
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.02119E+18,
politifact7390,https://web.archive.org/web/20130209000637/http://www.whitehouse.gov/state-of-the-union-2013,State of the Union 2013,1.05888E+18,Let's remind the world of this &amp; the nation  during POTUS State of the Union address Dems did not stand for  victims murdered by illegals! https://t.co/gpoCwcRMr1
politifact1612,,Patient Protection and Affordable Care Act,8.7885E+17,
politifact11294,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1.06381E+18,
politifact279,http://youtube.com/watch?v=pesbcAei6p8,TPMtv Extra: South Carolina Ronald Reagan Debate,1.00684E+18,"When you’re a fan of excellence in what people do, gender (and race) shouldn’t be an issue. Unfortunately with our #SABC and #SuperSport we can’t ignore the debate @Simphiwe_Dludlu @Amanda_Dlamini9 https://t.co/vVWXNrMQVz"
politifact12556,https://web.archive.org/web/20160709050756/https://www.donaldjtrump.com/press-releases/donald-j.-trump-on-the-stakes-of-the-election,Donald J. Trump on the Stakes of the Election,9.38498E+17,@benrnichols You could make an argument that Moore’s election would have huge policy stakes down the road if his name makes the GOP tag toxic and hurts them electorally (see: Donald Trump)
politifact341,http://www.youtube.com/watch?v=Yj3QAzSWVA4,Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,6.72035E+17,"Huckabee's first act is to insult his host. 
Joe Scar: and yet here you are on my show

#morningjoe"
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01252E+18,
politifact7888,http://abcnews.go.com/Politics/week-transcript-sen-dianne-feinstein-rep-mike-rogers/story?id=19343314#.Ubjcd5z3Nu4,'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,9.65265E+17,"@ThisWeekABC. @GStephanopoulos Listen to me, I get up at 8 am on Sundays to watch This Week with George Stephanopoulos,  GEORGE, get that?  NOT Martha, GEORGE.  No offense to Martha, you are not George.  If GEORGE is not going to be the host most every week, change the title."
politifact1213,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,The Colbert Report,7.28393E+17,"@megynkelly Nice interview with your buddy Michael Moore. You were referred to as Becky with the good hair, I believe it, not LeBron James"
politifact979,http://www.globalsecurity.org/military/library/news/2009/03/mil-090327-whitehouse01.htm,Remarks by the President on a New Strategy for Afghanistan and Pakistan,2.13028E+17,"President Obama, Hillary Clinton at His Side, Announces New Strategy for Afghanistan and Pakistan Photographic P... http://t.co/d6qGSpXZ"
politifact14984,http://www.nfib-sbet.org/,National Federation of Independent Business,1.04021E+18,"SMALL BUSINESS OPTIMISM REACHES HIGHEST MARK IN 45 YEAR HISTORY….

MAGA Winnamin Alert – The National Federation of Independent Business (NFIB) just released another survey.  The Small Business Optimism Index has soared to 108.8 in August; that’s an a... https://t.co/iQNPtnHoGe"
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.02127E+18,@FuckWilliamP exactly.
politifact7618,http://edition.cnn.com/TRANSCRIPTS/1304/02/cg.01.html,Transcripts,9.38892E+17,"The Lead with Jake Tapper December 7, 2017 MORE TO THE MEETING?: https://t.co/WMoPrWhyeV via @YouTube"
politifact11294,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1.05632E+18,"For those who are so.ehow unaware of Nancy Pelosi's vigil over those in her party, ""Google"" her watching for anyone clapping during the President's State of the Union speech... 
Political machines are the Dems mainstay... they have a LONG history of it. Repubs vote conscience... https://t.co/lDOSKGDq3Y"
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.01344E+18,"@CBSNews @FaceTheNation It also gives this treasonous orange Toad the opportunity to do a lot more. Our European allies are petrified. He has done nothing but push Kremlin policy since he took office. Wake up-this man is a Russian asset, and he is literally owned by that country"
politifact13132,http://www.politifact.com/truth-o-meter/statements/2016/mar/15/hillary-clinton/hillary-clinton-says-guns-exceed-next-nine-categor/,Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,7.10505E+17,Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men https://t.co/K9jeVPkzaj via @PolitiFact
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.02112E+18,"For a ""just the facts"" look at Question 3 in #Nevada, read the @GuinnCenter voter information guide https://t.co/Dd9ZnKicJq  #energy #votereducation #democracy.  Stay tuned for Voter Information Guides on all ballot initiatives. https://t.co/GavdNvgoZb"
politifact7669,http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president,Statement by the President,1.05724E+18,
politifact8130,http://teddeutch.house.gov/news/documentsingle.aspx?DocumentID=344947,Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,12711504045,HEALTH REFORM: Sebelius Brings Us the The Letter I - HHS Secretary Kathleen Sebelius jokes that she’s tired of the ... http://ow.ly/179zz5
politifact13132,http://www.politifact.com/truth-o-meter/statements/2016/mar/15/hillary-clinton/hillary-clinton-says-guns-exceed-next-nine-categor/,Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,7.80587E+17,Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men https://t.co/QVDDIpd5u0
politifact7390,https://web.archive.org/web/20130209000637/http://www.whitehouse.gov/state-of-the-union-2013,State of the Union 2013,1.05957E+18,@DonaldJTrumpJr @Freedom1776__ I remember when he started to stand and clap at the state of the union address but sat back down after Schumer gave him the look. Coward . Those Dems should be ashamed for not standing for those poor angel moms .
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.0171E+18,"Think....Meet the Press, Fox News Sunday, Face the Nation...but with REAL NEWS... 10 AM EST SUNDAY @MsAvaArmstrong @JimsBT510

LISTEN LIVE: https://t.co/DdMfXjlprs OR
FREE APPS: APPLE https://t.co/riB5Ws0vrs ANDROID https://t.co/GDgM935k2p
IHEART RADIO https://t.co/wL2aevicfL https://t.co/WlbF9oO6jb"
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.01345E+18,
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.06652E+18,"@KellyScaletta @KarenLeeDeering @rolandscahill @realDonaldTrump Yes, and she wrote Melania's convention speech too!"
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.06495E+18,"Some Background:

Five years ago, Wilson was one of four Canadian members of the Hells Angels arrested in Spain, for allegedly smuggling cocaine. https://t.co/Yim8cciZLG"
politifact627,http://thecaucus.blogs.nytimes.com/2008/08/15/mccain-in-colorado/,McCain in Colorado,2.38827E+17,The Crackpot Caucus – New York Times (blog)
politifact13130,http://crime.chicagotribune.com/chicago/shootings/,Crime in Chicago: Explore your community,1.01379E+18,Authorities are searching for suspects after three young girls became the innocent victims of a gang-related shooting on Chicago's West Side Sunday https://t.co/QTwm8oEn2g
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.0679E+18,@LindseyGrahamSC @seanhannity Why watch two people that sold themselves to the Russians lie to the American people when all I have to do is watch a whitehouse press briefing to watch the same thing.
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.06247E+18,@KFILE @gtconway3d Lol try taking that to Supreme Court Acosta can exercise his freedom of speech from his own room watching TV not in #WhiteHouse briefing room for professionals without behavioral problems
politifact10408,http://www.eia.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1,International Energy Statistics,1.04061E+18,America’s oldest operating nuclear power plant to retire on Monday - Today in Energy - U.S. Energy Information Administration (EIA): https://t.co/T8XiwJJJY8
politifact12751,https://www.census.gov/foreign-trade/statistics/historical/goods.pdf,US Trade in Goods,1.01195E+18,
politifact10408,http://www.eia.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1,International Energy Statistics,1.03777E+18,"Exports of crude oil from the Texas Gulf Coast exceeded imports for the first time on record earlier this year, according to the U.S. Energy Information Administration (EIA). #UScrudeoil #oilexports https://t.co/YOx3RPk0BR"
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.0208E+18,"@FaceTheNation @SenSanders @margbrennan Sanders wants the US to be Venezuela.  Wtf are you reporting?  He’s a socialist, NOT a supporter of American capitalism."
politifact542,,Interview with Sen John McCain,1.03534E+18,"Business Bloomberg: Trump says he didn’t miss a chance to unite the country after McCain’s death https://t.co/hz18UnFjGC 
Business 

Washington (CNN)President Donald Trump on Thursday defended his response to the death of Sen. John McCain in an interview with Bloomberg News. 

…"
politifact1731,http://abcnews.go.com/ThisWeek/week-transcript-goolsbee-brown-corker/story?id=10469580&page=2,"This Week' Transcript: Goolsbee, Brown & Corker",1.02118E+18,"⏰ 45' primer tiempo.

⚽ #Luqueño 0 - 0 #SolDeAmérica. 

� Fecha 2 - #Clausura2018. 

� https://t.co/3pUR1T82bu                                         

� #730AM"
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.00977E+18,
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.00296E+18,"@realDonaldTrump @FoxNews Sunday Night Football is the most popular show on television according to Nielsen ratings.  Doesn’t mean I can trust them for news.  @FoxNews is entertainment for horrible people, not news."
politifact13900,https://twitter.com/RepMaloney/status/842422482518867969,Carolyn B. Maloney on Twitter: "Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:,1.06153E+18,This festive before we drink with you we'll have look at your bank statement. We are tired of hiding beer. Secondly &amp; most important we will have to call your baby mama &amp; ask her if you give her money. We can't drink with you if you don't support your kids #Umalandela https://t.co/EOo2DJIBzg
politifact13900,https://twitter.com/RepMaloney/status/842422482518867969,Carolyn B. Maloney on Twitter: "Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:,1.00511E+18,
politifact9512,https://www.youtube.com/watch?v=67ubjGrTipk&feature=youtu.be,Joni Ernst "Promises" Ad,1.04936E+18,"Proud to announce our endorsement from the League of Conservation Voters at Rocky Point Park. Today, we’re unveiling our #BetterBaltimoreCounty Greenprint for a greener, more sustainable future. #MDpolitics https://t.co/yfKpsoQzPx"
politifact772,"https://web.archive.org/web/20081006202026/http://abcnews.go.com:80/Politics/Decision2008/story?id=3498294,",ABC News: ABC News,9.80628E+17,"""We have a private corporation that was created by the Republican and Democratic parties called the Commission on Presidential Debates. It seized control of the presidential debates precisely because the League was independent""

TIME TO CREATE A LEAGUE

https://t.co/ITmcNRBx3G"
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.02109E+18,Attention Media: Stop Calling Putin's Active Attempt To Destroy Democracy 'Meddling' https://t.co/Alfc2nxBg4
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.05921E+18,
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.07076E+18,
politifact1216,https://web.archive.org/web/20091003005639/http://barackobamaexperiment.com:80/posts/1575,“Dictionary” on President Obama’s Health Care Taxes,1.0092E+18,
politifact13226,https://www.census.gov/content/dam/Census/library/publications/2016/demo/p60-257.pdf,Health Insurance Coverage in the United States 2015,4.11865E+17,"Due to ObamaCare, what is your prediction for health insurance coverage in the United States? http://t.co/NU014k1v2e"
politifact6267,http://www.youtube.com/watch?v=Ud3mMj0AZZk,Obama for America TV Ad: "Firms",1.01867E+18,New post on The News of the World with Winston Mwale: Trump-Putin summit: Why is it a big deal? https://t.co/AUCO7K895t https://t.co/G1zO6YB37c
politifact2624,http://www.youtube.com/watch?v=9SAwzrvGjIk&feature=player_profilepage,Michael Bennet for US Senate,3.11685E+17,Michael Bennet for U.S. Senate http://t.co/pVkQVdOqnQ
politifact11021,http://www.ams.usda.gov/AMSv1.0/COOL,Country of Origin Labeling (COOL),1.0212E+18,Trump just nominated a pesticide exec to oversee science at the USDA https://t.co/LXvUkcRm63 via @MotherJones
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.06237E+18,
politifact1315,http://www.cnn.com/2009/US/10/30/guantanamo.h1n1.shots/index.html,H1N1 vaccinations to be offered to Guantanamo Bay detainees,5304832744,H1N1 vaccinations to be offered to Guantanamo Bay detainees: The Pentagon will offer the H1N1 vaccination to de.. http://bit.ly/1c6xD9
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.06268E+18,
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.00344E+18,
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.0208E+18,
politifact12411,https://iqmediacorp.com/ClipPlayer/?ClipID=76bcc57c-2250-4061-8cd2-b2996a9541c2,iQ media Clip Player,9.46823E+17,"@sharethefact Please fact check today’s program on “CNN Newsroom with Brooke Baldwin” with Ana Cabrera, Michael Moore, Norman Eisen and Andre Bauer."
politifact1180,http://www.nytimes.com/2009/09/10/us/politics/10obama.text.html,Obama’s Health Care Speech to Congress,9.89813E+17,FULL SPEECH: French President Macron Address Joint Session of Congress https://t.co/fAOzGSytNS
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01346E+18,@JRubinBlogger @chucktodd @LindseyGrahamSC @MeetThePress I vote for both of those... there is no “either.”��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️��‍♀️
politifact923,,Noted and Quoted,9.7985E+17,@Kurt_BSH does not like when you quote-retweet his posts to make valid sports points and conversation...duly noted #sassy #sensitive https://t.co/rNo7NSKheC
politifact548,https://web.archive.org/web/20081006131457/http://www.politifact.com:80/truth-o-meter/mccainpledge/,Pledge of Allegiance E-mail,1.25954E+17,
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.02077E+18,im sure everyone who arrives in one of my avatar raids gets stressed out watching his pips stay at full four for 4 turns in a row without his special going off
politifact3198,http://www.politicsdaily.com/2011/02/06/transcript-of-president-obamas-pre-super-bowl-interview-with-bi/,The latest political news and headlines from D.C. and beyond,1.07017E+18,"@ArmsControlWonk In an interview a few years ago, Ghouliani (as I call him) claimed that there were no terrorist attacks when George W. Bush was president.

It appears that RG has conveniently forgotten about the one event on which he based his presidential campaign."
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.0571E+18,"@mitchellreports @maddow @MarkJHetfield @HIASrefugees @StateDept (2/2) the county fair near Philadelphia Mississippi, the same area where three (3) civil rights workers were killed and buried by the sheriffs and KKK. The speech occurred on Sunday following Trump accepting the nomination at the convention in Cleveland. Never forget that. https://t.co/evX8xzl9TR"
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.0135E+18,"@FaceTheNation @margbrennan Lack of impulse control, fine quality in a president."
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.02108E+18,#Royals Jorge Soler (toe) is expected to ditch his crutches soon but remains weeks away from a return. https://t.co/Q1qiobeqlu
politifact12556,https://web.archive.org/web/20160709050756/https://www.donaldjtrump.com/press-releases/donald-j.-trump-on-the-stakes-of-the-election,Donald J. Trump on the Stakes of the Election,1.05939E+18,"Republican Donald Trump and Democrat Barack Obama made dueling election appearances on Sunday, offering sharply different views on the country’s problems but agreeing on the high stakes for voters in the final 48 hours of a tight campaign․ https://t.co/mfSQN8P0Su"
politifact11989,http://abcnews.go.com/Politics/memory-lapse-trump-seeks-distance-advisor-past-ties/story?id=34600826,Memory Lapse? Trump Seeks Distance From 'Advisor' With Past Ties to Mafia,9.9829E+17,Memory Lapse? Trump Seeks Distance From 'Advisor' With Past Ties to Mafia - ABC News - https://t.co/8tvPLS7RW5 via @ABC
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01477E+18,"Most nights we merge into one dream
You mouth that four word sundering soundless
But somehow deafening, ""I can't go on""
I'll strain my voice to make you relent, but the tide holds me in my dissent
We're bound to each other in the undertow
You were my ineffable."
politifact181,https://web.archive.org/web/20011107072419/http://www.teamster.org:80/01news/hn_010731_3.htm,Teamsters Tout ANWR on Capitol Hill,1.02928E+18,"On a recent trip to the States, Hannah Webb spoke with Alex Moore, Communications Director at Joint Council 16 of the International Brotherhood of Teamsters.

Teamsters Joint Council 16 declared itself a sanctuary union in September 2017, what does... https://t.co/V0mrEKn9gN"
politifact11115,http://www.nytimes.com/2015/07/24/us/politics/inquiry-is-sought-in-hillary-clinton-email-account.html,Inquiry Sought in Hillary Clinton’s Use of Email,6.24419E+17,Criminal Inquiry Sought in Hillary Clinton’s Use of Email: Since her use of a private email account for State ... http://t.co/w1AvMbmRG9
politifact239,http://www.ed.gov/about/overview/budget/history/index.html,U.S. Department of Education Budget History,9.34066E+17,"#financialaidfriday is for the parents this week :) Here are some resources for directly from the US Department of Education. Remember GEAR UP is here to help with the process! Reach out to your EC to schedule a time to complete your FAFSA. #EOSCGEARUP
https://t.co/aHg2ctDPO6 https://t.co/zVeWu0P19G"
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.02431E+18,
politifact12079,https://medium.com/@RepMikeHonda/it-s-time-for-the-senate-to-do-its-job-68c059358667#.kouhtn5gj,It’s Time for the Senate to Do Its Job – Congressman Mike Honda – Medium,7.26383E+17,"Weekly Address: It’s Time for the Senate To Do Its Job: 
In this week's address, the President repeated his ... https://t.co/wKeD9FyNmq"
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.06071E+18,@bomani_jones Hah reminds me of Cam’ron on Fox News interview. I can feel the interviewer tighten up
politifact1053,https://web.archive.org/web/20050507232712/http://www.ssa.gov:80/OACT/babynames/namesbystate.html,Popular baby names,9.1311E+17,Most popular baby names in every U.S. state in 2016 https://t.co/HESoUBnEEa
